RefNames,DatasetRefNames,RefValues,PBE0,B3LYP
HAT707_101,HAT707,2.679997865,-16.69441201,-11.57952131
HAT707_102,HAT707,20.88998335,18.81171174,26.61384829
HAT707_103,HAT707,-111.7799109,-114.7165736,-105.0065199
HAT707_104,HAT707,-26.94997853,-51.64550929,-45.27429175
HAT707_105,HAT707,-52.06995851,-83.30534458,-78.44693163
HAT707_106,HAT707,-38.72996914,-78.41357566,-73.7044293
HAT707_107,HAT707,-19.25998465,-33.37763675,-28.55040652
HAT707_108,HAT707,21.74998267,22.29419619,28.24081075
HAT707_109,HAT707,23.61998118,2.659890592,9.323717256
HAT707_110,HAT707,-16.51998684,-38.39508229,-31.00430793
HAT707_111,HAT707,47.74996195,45.2436727,49.56355685
HAT707_112,HAT707,44.69996438,43.91464304,44.39739235
HAT707_113,HAT707,78.83993718,75.78927741,78.53470006
HAT707_114,HAT707,102.5999182,102.4524933,102.4407171
HAT707_115,HAT707,-13.61998915,-46.75374037,-40.53178942
HAT707_116,HAT707,-145.3898842,-265.3515933,-254.8323264
HAT707_117,HAT707,17.53998602,40.3296131,45.17559572
HAT707_118,HAT707,17.62998595,67.50367609,62.55728723
HAT707_119,HAT707,115.0699083,163.83829,157.2350183
HAT707_120,HAT707,201.1398397,242.0409433,236.1651036
HAT707_121,HAT707,178.0798581,220.8237505,215.5622553
HAT707_122,HAT707,118.8199053,129.4968258,123.8806221
HAT707_123,HAT707,197.049843,237.4147779,236.512021
HAT707_124,HAT707,218.0198263,260.568865,255.1165908
HAT707_125,HAT707,92.01992668,142.6210972,136.6321701
HAT707_126,HAT707,204.9898367,243.7042592,239.5768194
HAT707_127,HAT707,242.7098066,283.6941659,278.2242604
HAT707_128,HAT707,194.2798452,233.2696811,229.8639135
HAT707_129,HAT707,79.64993653,56.88847309,55.73261887
HAT707_130,HAT707,206.6498353,246.5853915,240.7639946
HAT707_131,HAT707,184.5898529,220.1414005,218.537881
HAT707_132,HAT707,74.28994081,73.64613588,72.75884754
HAT707_133,HAT707,217.3598268,250.4613287,249.8641062
HAT707_134,HAT707,63.2499496,101.6132609,99.46822853
HAT707_135,HAT707,152.9698781,191.4483419,189.0969584
HAT707_136,HAT707,44.22996476,87.87249407,84.53460242
HAT707_137,HAT707,26.03997925,65.00585639,62.69005035
HAT707_138,HAT707,138.4098897,172.2486528,171.4808409
HAT707_139,HAT707,82.66993413,126.867101,122.0624427
HAT707_140,HAT707,28.6099772,1.720133271,1.63521874
HAT707_141,HAT707,106.9799148,77.8062719,77.90796869
HAT707_142,HAT707,209.1798333,247.040592,247.0018894
HAT707_143,HAT707,172.2998627,210.2236743,211.7766892
HAT707_144,HAT707,166.6498672,208.4939315,205.5545923
HAT707_145,HAT707,127.999898,145.90658,144.6214084
HAT707_146,HAT707,80.29993602,119.7760639,118.6374564
HAT707_147,HAT707,86.19993132,122.6068146,122.1706749
HAT707_148,HAT707,80.6999357,123.5054496,117.92013
HAT707_149,HAT707,145.9598837,186.298644,184.0572541
HAT707_150,HAT707,97.86992202,136.7817529,136.2339083
HAT707_151,HAT707,8.399993307,57.15086743,54.12286405
HAT707_152,HAT707,75.80993959,93.10105237,92.13924349
HAT707_153,HAT707,64.52994858,103.088231,101.2011842
HAT707_154,HAT707,63.65994928,97.52345569,96.72219274
HAT707_155,HAT707,96.19992335,130.3245589,129.3763166
HAT707_156,HAT707,129.309897,164.657761,163.8231585
HAT707_157,HAT707,66.67994687,87.79144576,82.81825282
HAT707_158,HAT707,-47.84996187,-4.154565491,-7.58960628
HAT707_159,HAT707,97.79992207,137.6384001,135.2261054
HAT707_160,HAT707,-31.05997525,23.22150807,14.78649587
HAT707_161,HAT707,233.1198142,245.192079,241.1194782
HAT707_162,HAT707,223.6098218,264.6333405,260.1335795
HAT707_163,HAT707,94.81992445,133.7897617,131.8503823
HAT707_164,HAT707,191.3998475,230.4429488,226.6247987
HAT707_165,HAT707,136.2498914,177.9722747,175.4664739
HAT707_166,HAT707,67.40994629,111.2614331,106.9083252
HAT707_167,HAT707,4.909996088,54.36732492,49.97271517
HAT707_168,HAT707,0.409999673,45.72952428,41.33038488
HAT707_169,HAT707,6.659994693,56.3545313,53.04126839
HAT707_170,HAT707,-9.98999204,11.18618413,7.772113267
HAT707_171,HAT707,-49.79996032,0.346452633,-5.576206437
HAT707_172,HAT707,75.53993981,138.5604133,130.8779034
HAT707_173,HAT707,89.89992837,104.7270483,104.8171115
HAT707_174,HAT707,155.1998763,178.2747262,176.3665203
HAT707_175,HAT707,173.3998618,213.78085,214.5598899
HAT707_176,HAT707,-27.29997825,11.72233225,13.84401426
HAT707_177,HAT707,125.5698999,143.3236289,142.6717498
HAT707_178,HAT707,32.41997417,43.13356124,40.40360256
HAT707_179,HAT707,45.74996355,48.02533016,45.14610488
HAT707_180,HAT707,133.2598938,161.5915015,159.3956351
HAT707_181,HAT707,106.2299154,148.733102,147.0913449
HAT707_182,HAT707,108.0999139,129.0987964,128.1742514
HAT707_183,HAT707,67.96994584,88.04382352,87.84622625
HAT707_184,HAT707,69.91994429,118.8390135,113.9133282
HAT707_185,HAT707,93.67992536,145.5022294,137.8193453
HAT707_186,HAT707,138.8998893,148.2153979,147.4142522
HAT707_187,HAT707,-47.12996245,-71.04179593,-72.48790896
HAT707_188,HAT707,94.15992497,164.2346714,158.2571349
HAT707_189,HAT707,71.09994335,143.0174786,137.6542867
HAT707_190,HAT707,90.06992823,159.608506,158.6040523
HAT707_191,HAT707,111.0399115,182.7625932,177.2086221
HAT707_192,HAT707,98.00992191,165.8979874,161.6688507
HAT707_193,HAT707,94.01992508,164.9084879,160.3809348
HAT707_194,HAT707,135.7298919,205.887894,200.3162917
HAT707_195,HAT707,87.29993044,155.4634092,151.9559448
HAT707_196,HAT707,99.66992058,168.7791196,162.8560259
HAT707_197,HAT707,77.60993816,142.3351286,140.6299123
HAT707_198,HAT707,121.4299032,144.6879318,145.2467565
HAT707_199,HAT707,110.379912,172.6550568,171.9561375
HAT707_200,HAT707,45.98996336,113.64207,111.1889897
HAT707_201,HAT707,91.3699272,158.91429,157.0225114
HAT707_202,HAT707,73.1699417,136.0476523,135.1779593
HAT707_203,HAT707,-47.49996215,11.65773635,10.96865586
HAT707_204,HAT707,31.42997496,94.44238095,93.57287216
HAT707_205,HAT707,129.7998966,197.9088969,194.5503517
HAT707_206,HAT707,75.73993965,72.7619292,74.1231277
HAT707_207,HAT707,102.1999186,169.2343201,169.0939207
HAT707_208,HAT707,65.30994796,132.4174024,133.8687206
HAT707_209,HAT707,59.65995246,130.6876596,127.6466236
HAT707_210,HAT707,91.84992681,155.9108669,152.4998211
HAT707_211,HAT707,21.00998326,68.10030814,66.71343973
HAT707_212,HAT707,-26.67997874,41.96979201,40.72948772
HAT707_213,HAT707,-51.459959,11.05359028,11.003698
HAT707_214,HAT707,-20.77998344,44.80054271,44.26270624
HAT707_215,HAT707,22.54998203,82.70031924,82.30871236
HAT707_216,HAT707,-26.27997906,45.69917765,40.01216132
HAT707_217,HAT707,48.14996163,113.6882344,110.5208445
HAT707_218,HAT707,16.98998646,80.10985236,78.74753801
HAT707_219,HAT707,38.97996894,108.4923721,106.1492854
HAT707_220,HAT707,-9.109992741,58.97548101,58.32593964
HAT707_221,HAT707,-145.5098841,-82.45942467,-79.36236216
HAT707_222,HAT707,-31.16997516,15.29478047,14.23127479
HAT707_223,HAT707,39.66996839,103.1053393,100.0176562
HAT707_224,HAT707,-42.45996617,25.28195907,23.29321554
HAT707_225,HAT707,4.819996159,46.95966487,46.85274671
HAT707_226,HAT707,-10.77999141,52.51828696,51.46834795
HAT707_227,HAT707,-27.92997775,6.213090074,7.957461801
HAT707_228,HAT707,22.32998221,86.85148907,85.9151898
HAT707_229,HAT707,-87.96992991,-59.64377552,-59.86384362
HAT707_230,HAT707,9.129992725,37.4800327,37.97678022
HAT707_231,HAT707,-40.30996788,9.985173863,4.910284129
HAT707_232,HAT707,-78.37993755,-76.08613863,-76.27274995
HAT707_233,HAT707,-106.9799148,-77.8062719,-77.90796869
HAT707_234,HAT707,-0.709999434,66.88723044,64.89830268
HAT707_235,HAT707,47.12996245,71.04179593,72.48790896
HAT707_236,HAT707,94.97992432,167.0999835,161.3622834
HAT707_237,HAT707,126.1398995,167.3858071,163.2115095
HAT707_238,HAT707,116.6299071,186.8270686,182.2256108
HAT707_239,HAT707,84.41993273,152.6366769,148.71683
HAT707_240,HAT707,29.25997669,100.1660028,97.55850517
HAT707_241,HAT707,114.5399087,182.303229,179.3962342
HAT707_242,HAT707,39.83996826,104.3827972,103.267554
HAT707_243,HAT707,32.84997383,97.16771445,95.46825273
HAT707_244,HAT707,30.41997576,93.87196765,92.62778976
HAT707_245,HAT707,37.66996998,102.3051399,100.2448762
HAT707_246,HAT707,43.13996563,107.0083188,105.2123618
HAT707_247,HAT707,54.04995693,115.1382367,114.5416148
HAT707_248,HAT707,-33.42997336,8.824836758,8.857689947
HAT707_249,HAT707,63.73994921,127.7892297,126.8477611
HAT707_250,HAT707,-38.38996941,24.46308167,23.98054891
HAT707_251,HAT707,100.0999202,187.9765615,183.3448865
HAT707_252,HAT707,48.62996125,113.6107798,108.7586258
HAT707_253,HAT707,-76.69993889,-24.60318087,-27.69548408
HAT707_254,HAT707,122.6699023,209.6022092,203.3658124
HAT707_255,HAT707,48.20996159,100.4684543,98.45855158
HAT707_256,HAT707,66.41994708,135.9745781,136.6519212
HAT707_257,HAT707,18.58998519,65.51735704,64.76378114
HAT707_258,HAT707,26.27997906,83.78522959,81.48766637
HAT707_259,HAT707,31.91997457,70.40912596,69.50628347
HAT707_260,HAT707,38.35996943,114.8034807,113.8246371
HAT707_261,HAT707,-62.00995059,10.615203,6.824668362
HAT707_262,HAT707,35.42997177,106.9498169,101.5023994
HAT707_263,HAT707,62.22995042,93.82554545,88.75085142
HAT707_264,HAT707,39.17996878,72.60835266,68.14800319
HAT707_265,HAT707,58.14995367,89.19938,89.09776881
HAT707_266,HAT707,29.43997654,103.8944645,99.49963233
HAT707_267,HAT707,79.11993696,112.3534672,107.7023387
HAT707_268,HAT707,12.36999014,85.73262408,80.8995512
HAT707_269,HAT707,66.08994734,95.48886139,92.16256724
HAT707_270,HAT707,62.08995053,94.49936195,90.87465134
HAT707_271,HAT707,103.8099173,135.478768,130.8100082
HAT707_272,HAT707,55.37995587,85.05428323,82.44966131
HAT707_273,HAT707,67.74994602,98.36999365,93.34974245
HAT707_274,HAT707,45.68996359,71.92600261,71.1236288
HAT707_275,HAT707,14.0599888,43.23294405,41.68270627
HAT707_276,HAT707,15.62998755,86.15236079,82.89938368
HAT707_277,HAT707,-2.569997952,63.28572312,61.05483161
HAT707_278,HAT707,30.87997539,87.74387498,87.24140581
HAT707_279,HAT707,-0.499999602,24.03325499,24.0665887
HAT707_280,HAT707,54.05995692,125.1469677,120.427224
HAT707_281,HAT707,-31.91997457,-70.40912596,-69.50628347
HAT707_282,HAT707,70.279944,98.82519415,99.58763723
HAT707_283,HAT707,33.38997339,62.0082764,64.36243709
HAT707_284,HAT707,27.7399779,60.27853364,58.14034013
HAT707_285,HAT707,170.2298644,231.9970055,228.7725711
HAT707_286,HAT707,-10.90999131,-2.30881782,-2.792843735
HAT707_287,HAT707,-58.59995331,-28.43933395,-28.77679575
HAT707_288,HAT707,26.91997855,87.13972891,87.27644795
HAT707_289,HAT707,-52.69995801,-25.60858325,-25.24357723
HAT707_290,HAT707,100.9199196,158.7864579,158.5814623
HAT707_291,HAT707,-58.20995362,-24.7099483,-29.49412215
HAT707_292,HAT707,126.5298992,189.774373,186.7935945
HAT707_293,HAT707,95.35992402,156.195991,155.020288
HAT707_294,HAT707,7.059994375,38.0832461,36.64300197
HAT707_295,HAT707,-41.02996731,-11.43364495,-11.18034382
HAT707_296,HAT707,-67.12994651,-6.373286046,-3.089612206
HAT707_297,HAT707,-71.24994323,0.262394345,-1.60975482
HAT707_298,HAT707,-63.08994973,-55.11434549,-55.27500867
HAT707_299,HAT707,118.0399059,179.1914779,176.2904061
HAT707_300,HAT707,-74.37994073,-45.12716689,-46.21306793
HAT707_301,HAT707,17.90998573,49.49812554,51.57608785
HAT707_302,HAT707,83.19993371,123.0458035,123.1254967
HAT707_303,HAT707,-42.69996598,-17.890839,-18.03793552
HAT707_304,HAT707,50.4499598,82.2992287,84.23021175
HAT707_305,HAT707,-9.589992359,16.44236311,16.40890633
HAT707_306,HAT707,87.50993027,113.5661713,114.2495302
HAT707_307,HAT707,-45.74996355,-48.02533016,-45.14610488
HAT707_308,HAT707,-72.22994245,-60.4239521,-64.59599934
HAT707_309,HAT707,-138.8998893,-148.2153979,-147.4142522
HAT707_310,HAT707,-76.44993908,-5.874698763,-9.224825019
HAT707_311,HAT707,78.37993755,76.08613863,76.27274995
HAT707_312,HAT707,-28.6099772,-1.720133271,-1.63521874
HAT707_313,HAT707,52.04995853,89.61306995,90.08000047
HAT707_314,HAT707,-57.16995445,17.46295973,12.60634366
HAT707_315,HAT707,-110.7099118,-33.66696502,-40.946123
HAT707_316,HAT707,63.05994975,96.69085754,91.85599995
HAT707_317,HAT707,94.21992493,96.9766811,93.70522601
HAT707_318,HAT707,84.7099325,116.4179427,112.7193274
HAT707_319,HAT707,49.0699609,85.76443157,86.70427746
HAT707_320,HAT707,52.49995817,82.22755095,79.21054657
HAT707_321,HAT707,-2.659997881,29.75687681,28.0522217
HAT707_322,HAT707,38.79996908,109.5412998,105.2731065
HAT707_323,HAT707,118.2199058,180.4689358,179.5403039
HAT707_324,HAT707,111.2299114,173.2538531,171.7410027
HAT707_325,HAT707,-74.73994045,-2.521148168,-5.759903698
HAT707_326,HAT707,108.7899133,169.9581063,168.9005397
HAT707_327,HAT707,116.0499075,178.3912785,176.5176261
HAT707_328,HAT707,121.5199032,183.0944574,181.4851118
HAT707_329,HAT707,132.4198945,191.2243753,190.8143648
HAT707_330,HAT707,-79.22993687,-11.15894881,-14.40223399
HAT707_331,HAT707,44.94996418,84.91097538,85.1304399
HAT707_332,HAT707,142.1198868,203.8753684,203.1205111
HAT707_333,HAT707,39.98996814,100.5492203,100.2532989
HAT707_334,HAT707,-72.98994184,-0.533941787,-2.691350476
HAT707_335,HAT707,178.4798578,264.0627002,259.6176365
HAT707_336,HAT707,-89.62992858,-45.70228895,-47.9605056
HAT707_337,HAT707,50.33995989,113.0916568,109.9852362
HAT707_338,HAT707,-38.6499692,27.61097355,26.29713158
HAT707_339,HAT707,-79.64993653,-56.88847309,-55.73261887
HAT707_340,HAT707,127.0098988,189.6969184,185.0313757
HAT707_341,HAT707,-129.4398969,-56.54202045,-61.3088253
HAT707_342,HAT707,46.92996261,136.84028,129.2426847
HAT707_343,HAT707,44.14996482,56.7017181,59.67100658
HAT707_344,HAT707,16.28998702,30.05932837,28.95226811
HAT707_345,HAT707,34.49997251,65.56545211,67.14563771
HAT707_346,HAT707,-73.04994179,-36.30299791,-31.30209063
HAT707_347,HAT707,-13.32998938,-4.89176892,-4.742502327
HAT707_348,HAT707,-5.639995506,13.37610363,11.9813829
HAT707_349,HAT707,60.47995181,100.7077718,101.9452401
HAT707_350,HAT707,62.34995032,81.07346625,83.02814656
HAT707_351,HAT707,22.2099823,40.01849336,42.70012137
HAT707_352,HAT707,5.699995458,76.59528051,74.24695499
HAT707_353,HAT707,2.649997888,75.26625085,69.08079049
HAT707_354,HAT707,-9.719992255,61.95054042,58.18070935
HAT707_355,HAT707,14.02998882,88.61375634,82.08672641
HAT707_356,HAT707,-75.73993965,-72.7619292,-74.1231277
HAT707_357,HAT707,-76.0499394,-77.99855334,-75.26205805
HAT707_358,HAT707,21.38998296,18.33606053,19.41567302
HAT707_359,HAT707,-5.50999561,-4.5444482,-4.598891037
HAT707_360,HAT707,-28.56997724,-25.76164099,-25.20173927
HAT707_361,HAT707,25.13997997,-16.00540368,-13.93872322
HAT707_362,HAT707,-9.599992351,-9.170613649,-4.251973644
HAT707_363,HAT707,55.49995578,13.93312916,20.01697832
HAT707_364,HAT707,26.78997865,28.62821363,30.41884184
HAT707_365,HAT707,11.36999094,13.98347354,14.3525962
HAT707_366,HAT707,-1.659998677,-2.881132259,-1.18717521
HAT707_367,HAT707,-5.649995498,-3.870631698,-2.475091114
HAT707_368,HAT707,36.05997127,37.10877437,37.46026578
HAT707_369,HAT707,-2.649997888,-75.26625085,-69.08079049
HAT707_370,HAT707,-12.36999014,-13.31571042,-10.90008114
HAT707_371,HAT707,-14.02998882,-88.61375634,-82.08672641
HAT707_372,HAT707,-22.05998242,-26.44399104,-22.22611365
HAT707_373,HAT707,10.70999147,3.875937238,9.100111577
HAT707_374,HAT707,-53.67995723,-55.1370496,-51.66703618
HAT707_375,HAT707,-96.1299234,-101.9530434,-97.78996993
HAT707_376,HAT707,-68.23994563,-74.33673866,-69.28315375
HAT707_377,HAT707,-99.66992058,-168.7791196,-162.8560259
HAT707_378,HAT707,2.529997984,0.455200502,6.237894773
HAT707_379,HAT707,-34.35997262,-36.36171725,-28.98730536
HAT707_380,HAT707,-40.00996812,-38.09146001,-35.20940232
HAT707_381,HAT707,43.21996556,42.30008712,43.74119531
HAT707_382,HAT707,-78.65993732,-100.6788115,-96.14258619
HAT707_383,HAT707,-126.3498993,-126.8093276,-122.1265382
HAT707_384,HAT707,-100.0899202,-102.5571895,-97.75492779
HAT707_385,HAT707,-120.449904,-123.9785769,-118.5933197
HAT707_386,HAT707,-26.07997922,-30.91046056,-26.44991343
HAT707_387,HAT707,-125.9498996,-123.079942,-122.8438646
HAT707_388,HAT707,-0.479999618,0.077454581,1.762218713
HAT707_389,HAT707,-31.63997479,-33.50092743,-30.01108779
HAT707_390,HAT707,-60.68995164,-60.28674756,-56.70674048
HAT707_391,HAT707,-108.7799133,-109.8036386,-104.5300863
HAT707_392,HAT707,-194.1398453,-196.0702045,-188.1209879
HAT707_393,HAT707,-85.27993205,-88.35136199,-83.69648123
HAT707_394,HAT707,-130.8398957,-153.4843391,-148.6247511
HAT707_395,HAT707,-8.959992861,-10.50544054,-8.740969626
HAT707_396,HAT707,-142.1298868,-143.4971605,-139.5628104
HAT707_397,HAT707,-43.80996509,-66.65111492,-61.90587908
HAT707_398,HAT707,-110.449912,-116.2608326,-111.387678
HAT707_399,HAT707,-76.559939,-107.3976897,-100.801164
HAT707_400,HAT707,-77.33993838,-81.92763054,-76.94083612
HAT707_401,HAT707,-136.5998912,-173.2545553,-168.6224694
HAT707_402,HAT707,-39.49996853,-76.13074709,-70.78184557
HAT707_403,HAT707,-50.33995989,-113.0916568,-109.9852362
HAT707_404,HAT707,-139.9798885,-158.7939457,-157.9457418
HAT707_405,HAT707,-127.0098988,-189.6969184,-185.0313757
HAT707_406,HAT707,-206.6498353,-246.5853915,-240.7639946
HAT707_407,HAT707,-48.62996125,-113.6107798,-108.7586258
HAT707_408,HAT707,41.1599672,37.81421433,42.65238552
HAT707_409,HAT707,-59.81995234,-57.80329112,-56.47444683
HAT707_410,HAT707,-124.7399006,-122.2807214,-123.0328494
HAT707_411,HAT707,-4.689996263,-1.679136111,-1.493742504
HAT707_412,HAT707,26.46997891,-1.393312549,0.355483556
HAT707_413,HAT707,16.95998649,18.04794904,19.3695849
HAT707_414,HAT707,-70.4099439,-68.61311684,-65.29752075
HAT707_415,HAT707,-8.789992996,-9.2279826,-5.491071815
HAT707_416,HAT707,-15.77998743,-16.44306534,-13.29037306
HAT707_417,HAT707,-88.76992927,-91.13490451,-87.84663011
HAT707_418,HAT707,-18.20998549,-19.73881215,-16.13083603
HAT707_419,HAT707,-10.95999127,-11.30563989,-8.513749628
HAT707_420,HAT707,-5.489995626,-6.602460977,-3.546263969
HAT707_421,HAT707,5.419995681,1.527456885,5.782989011
HAT707_422,HAT707,-93.26992568,-99.77270515,-96.4889604
HAT707_423,HAT707,-82.05993461,-104.785943,-99.90093584
HAT707_424,HAT707,15.10998796,14.17844994,18.08913531
HAT707_425,HAT707,-87.01993066,-89.14769813,-84.77807688
HAT707_426,HAT707,51.46995899,74.36578175,74.58626075
HAT707_427,HAT707,-103.6699174,-134.3160453,-130.047232
HAT707_428,HAT707,-41.29996709,-47.6552773,-42.78365891
HAT707_429,HAT707,-93.67992536,-145.5022294,-137.8193453
HAT707_430,HAT707,-143.4798857,-145.1557768,-143.3955517
HAT707_431,HAT707,76.69993889,24.60318087,27.69548408
HAT707_432,HAT707,-51.449959,-68.31066528,-64.39747434
HAT707_433,HAT707,-33.24997351,-32.80454154,-26.20410474
HAT707_434,HAT707,-81.0799354,-103.2617626,-98.09224478
HAT707_435,HAT707,-73.38994152,-84.99389002,-81.36835955
HAT707_436,HAT707,3.04999757,1.329029662,5.166164498
HAT707_437,HAT707,-23.75998107,-26.66321591,-23.90601706
HAT707_438,HAT707,-67.74994602,-98.36999365,-93.34974245
HAT707_439,HAT707,115.0599083,139.4066616,141.5201212
HAT707_440,HAT707,67.87994591,80.44944183,76.76946851
HAT707_441,HAT707,44.81996429,59.23224904,56.16662028
HAT707_442,HAT707,63.78994917,75.82327638,77.11638591
HAT707_443,HAT707,84.75993246,98.97736357,95.72095575
HAT707_444,HAT707,71.72994285,82.11275777,80.18118434
HAT707_445,HAT707,67.73994602,81.12325833,78.89326843
HAT707_446,HAT707,109.4499128,122.1026644,118.8286253
HAT707_447,HAT707,61.01995138,71.6781796,70.46827841
HAT707_448,HAT707,73.38994152,84.99389002,81.36835955
HAT707_449,HAT707,51.3299591,58.54989899,59.1422459
HAT707_450,HAT707,84.09993299,88.86982726,90.46847113
HAT707_451,HAT707,19.7099843,29.85684042,29.70132336
HAT707_452,HAT707,-56.62995488,-25.82229635,-27.00812437
HAT707_453,HAT707,5.149995896,10.65715136,12.0852058
HAT707_454,HAT707,-26.27997906,-83.78522959,-81.48766637
HAT707_455,HAT707,75.91993951,85.44909053,87.60625432
HAT707_456,HAT707,39.0299689,48.63217277,52.38105419
HAT707_457,HAT707,33.3799734,46.90243002,46.15895723
HAT707_458,HAT707,82.71993409,118.4308342,114.5230409
HAT707_459,HAT707,-5.269995801,-15.68492145,-14.77422664
HAT707_460,HAT707,-52.9599578,-41.81543757,-40.75817865
HAT707_461,HAT707,-60.58995172,-26.42644242,-26.97308222
HAT707_462,HAT707,-47.0599625,-38.98468688,-37.22496013
HAT707_463,HAT707,13.40998931,45.22028654,44.33193214
HAT707_464,HAT707,-52.55995812,-38.08605193,-41.47550505
HAT707_465,HAT707,39.01996891,76.20820167,72.54406428
HAT707_466,HAT707,7.859993737,42.62981966,40.77075778
HAT707_467,HAT707,12.69998988,24.70714247,24.66161907
HAT707_468,HAT707,-35.3899718,-24.80974857,-23.16172673
HAT707_469,HAT707,-154.6398768,-119.9394574,-117.3391424
HAT707_470,HAT707,-57.44995422,-68.49044911,-67.25639157
HAT707_471,HAT707,30.52997567,65.62530655,62.04087594
HAT707_472,HAT707,-68.73994523,-58.50327052,-58.19445083
HAT707_473,HAT707,-4.309996566,9.479632173,8.875966488
HAT707_474,HAT707,-37.05997047,-31.26694262,-30.01931842
HAT707_475,HAT707,28.22997751,42.28073534,41.53009039
HAT707_476,HAT707,-3.949996853,3.066259484,4.427523429
HAT707_477,HAT707,-97.09992263,-97.12380821,-97.84062384
HAT707_478,HAT707,-67.96994584,-88.04382352,-87.84622625
HAT707_479,HAT707,-66.58994694,-73.80005572,-76.57738224
HAT707_480,HAT707,-87.50993027,-113.5661713,-114.2495302
HAT707_481,HAT707,-133.2598938,-161.5915015,-159.3956351
HAT707_482,HAT707,-9.129992725,-37.4800327,-37.97678022
HAT707_483,HAT707,29.82997623,49.59457658,47.37987911
HAT707_484,HAT707,68.69994526,83.31475391,79.87461705
HAT707_485,HAT707,99.85992043,83.60057748,81.72384311
HAT707_486,HAT707,90.34992801,103.0418391,100.7379444
HAT707_487,HAT707,2.979997626,16.38077318,16.0708388
HAT707_488,HAT707,30.70997553,66.90276449,65.29077375
HAT707_489,HAT707,23.7199811,59.68768176,57.49147251
HAT707_490,HAT707,21.28998304,56.39193495,54.65100954
HAT707_491,HAT707,28.53997726,64.82510721,62.26809594
HAT707_492,HAT707,34.0099729,69.52828612,67.2355816
HAT707_493,HAT707,44.90996422,77.65820398,76.56483458
HAT707_494,HAT707,-42.55996609,-28.65519594,-29.11909028
HAT707_495,HAT707,54.60995649,90.30919703,88.87098088
HAT707_496,HAT707,-47.51996214,-13.01695103,-13.99623132
HAT707_497,HAT707,90.96992752,150.4965288,145.3681063
HAT707_498,HAT707,39.49996853,76.13074709,70.78184557
HAT707_499,HAT707,21.93998252,16.68322474,16.97088521
HAT707_500,HAT707,40.13996802,52.18934848,55.16425481
HAT707_501,HAT707,-95.2599241,-76.32149128,-74.00221199
HAT707_502,HAT707,-7.689993873,-18.26787255,-16.72388523
HAT707_503,HAT707,-35.54997167,-44.91026228,-47.44262369
HAT707_504,HAT707,-22.2099823,-40.01849336,-42.70012137
HAT707_505,HAT707,38.26996951,60.68927848,59.24511869
HAT707_506,HAT707,40.13996802,41.05497289,40.32802519
HAT707_507,HAT707,5.639995506,-13.37610363,-11.9813829
HAT707_508,HAT707,-52.28995834,-51.33533742,-51.35604099
HAT707_509,HAT707,45.14996402,44.99927644,43.32169008
HAT707_510,HAT707,6.859994534,8.771262223,6.301190103
HAT707_511,HAT707,-16.19998709,-12.44593057,-14.30165813
HAT707_512,HAT707,48.89996104,10.65781224,9.967293836
HAT707_513,HAT707,2.769997793,4.145096774,6.648107497
HAT707_514,HAT707,52.44995821,12.60409949,14.85081382
HAT707_515,HAT707,23.73998108,27.29918397,25.25267734
HAT707_516,HAT707,22.0899824,23.78208366,22.71884185
HAT707_517,HAT707,10.70999147,10.43457816,9.71290593
HAT707_518,HAT707,6.719994645,9.445078725,8.424990026
HAT707_519,HAT707,48.42996141,50.42448479,48.36034693
HAT707_520,HAT707,-5.699995458,-76.59528051,-74.24695499
HAT707_521,HAT707,9.719992255,-61.95054042,-58.18070935
HAT707_522,HAT707,-9.689992279,-13.12828062,-11.32603251
HAT707_523,HAT707,23.07998161,17.19164766,20.00019272
HAT707_524,HAT707,-41.30996708,-41.82133918,-40.76695504
HAT707_525,HAT707,-55.86995548,-61.02102824,-58.38307261
HAT707_526,HAT707,-87.29993044,-155.4634092,-151.9559448
HAT707_527,HAT707,14.89998813,13.77091092,17.13797591
HAT707_528,HAT707,-21.97998249,-23.04600683,-18.08722422
HAT707_529,HAT707,-27.62997798,-24.77574959,-24.30932118
HAT707_530,HAT707,-66.28994718,-87.36310105,-85.24250505
HAT707_531,HAT707,-113.9799092,-113.4936172,-111.2264571
HAT707_532,HAT707,-108.0799139,-110.6628665,-107.6932385
HAT707_533,HAT707,-113.5799095,-109.7642315,-111.9437835
HAT707_534,HAT707,-48.3199615,-46.97103713,-45.80665934
HAT707_535,HAT707,-96.40992318,-96.48792817,-93.63000513
HAT707_536,HAT707,-61.51995098,-61.68814608,-59.79046417
HAT707_537,HAT707,-118.4699056,-140.1686287,-137.72467
HAT707_538,HAT707,-129.7498966,-130.1814501,-128.6627292
HAT707_539,HAT707,-98.07992185,-102.9451222,-100.4875968
HAT707_540,HAT707,-64.96994823,-68.61192012,-66.04075498
HAT707_541,HAT707,-127.6098983,-145.4782353,-147.0456606
HAT707_542,HAT707,-194.2798452,-233.2696811,-229.8639135
HAT707_543,HAT707,-62.86994991,-59.13232078,-61.64061133
HAT707_544,HAT707,-41.1599672,-37.81421433,-42.65238552
HAT707_545,HAT707,-100.9799195,-95.61750545,-99.12683235
HAT707_546,HAT707,7.679993881,11.63657431,9.406338636
HAT707_547,HAT707,38.83996905,11.92239787,11.2555647
HAT707_548,HAT707,29.32997663,31.36365946,30.26966604
HAT707_549,HAT707,-2.879997705,-2.826732278,-3.239114738
HAT707_550,HAT707,-58.02995376,-55.29740642,-54.39743961
